director;id;original_title;popularity;budget;revenue;genres;vote_count;vote_average;runtime;release_date
Peter Yates;12623;Suspect;9.058;0;18782400;Crime|Drama|Thriller;97;6.7;121;1987-10-23
John Schlesinger;32076;The Believers;6.676;0;18753438;Crime|Drama|Horror|Mystery|Thriller;70;6.1;114;1987-06-09
Howard Deutch;15143;Some Kind of Wonderful;7.825;0;18553948;Drama|Romance;224;6.9;95;1987-02-27
Jonathan Kaplan;18410;Project X;8.73;18000000;18532286;Drama|Comedy;129;6.2;108;1987-04-17
Gary Goddard;11649;Masters of the Universe;11.04;22000000;17336370;Action|Fantasy|Science Fiction|Adventure|Thriller;366;5.2;106;1987-08-07
Alan Parker;635;Angel Heart;9.619;17000000;17185632;Horror|Mystery;702;7.2;113;1987-03-06
Menahem Golan;1825;Over the Top;12.294;25000000;16057580;Action|Drama;769;6.1;93;1987-02-13
Jeffrey Bloom;15658;Flowers in the Attic;7.037;0;15151736;Drama|Horror|Mystery|Thriller;104;6.2;93;1987-11-20
Clive Barker;9003;Hellraiser;13.029;1000000;14564027;Horror;1050;7.0;94;1987-09-11
Elaine May;12704;Ishtar;5.645;55000000;14375181;Action|Adventure|Comedy;57;4.4;107;1987-05-15
John Carpenter;8852;Prince of Darkness;9.688;3000000;14182492;Horror;404;6.8;101;1987-10-23
John Irvin;10652;Hamburger Hill;8.374;0;13839404;War|Action|Drama;202;6.6;112;1987-08-07
James Toback;17258;The Pick-up Artist;7.866;15000000;13290368;Romance|Comedy|Crime|Drama;80;5.6;81;1987-09-18
Marek Kanievska;13703;Less than Zero;8.449;0;12396383;Drama|Crime|Romance;155;6.5;98;1987-11-06
Michael Schultz;24826;Disorderlies;4.772;0;10348437;Comedy;21;4.4;86;1987-07-14
Ridley Scott;31650;Someone to Watch Over Me;5.565;17000000;10278549;Crime|Drama|Romance|Thriller;79;6.0;106;1987-10-09
Amy Holden Jones;2608;Maid to Order;4.457;0;9868521;Comedy|Fantasy;31;5.5;93;1987-07-10
Jack Sholder;12476;The Hidden;8.725;5000000;9747988;Action|Horror|Science Fiction|Thriller;160;6.8;96;1987-10-30
Bob Clark;24081;From the Hip;4.072;0;9518342;Comedy|Drama;24;6.3;111;1987-02-06
Ethan Wiley;37530;House II: The Second Story;7.925;0;7800000;Fantasy|Horror|Comedy;116;5.5;88;1987-05-14
James Foley;26827;Who's That Girl;9.215;0;7305209;Comedy;96;5.3;92;1987-08-07
J. Lee Thompson;26263;Death Wish 4: The Crackdown;7.601;5000000;6880310;Thriller|Action|Crime;104;5.5;99;1987-06-11
Sam Raimi;765;Evil Dead II;11.854;3600000;5923044;Horror|Comedy|Fantasy;1474;7.6;84;1987-03-13
Robert Benton;61178;Nadine;5.923;12000000;5669831;Action|Comedy|Romance;39;5.3;83;1987-08-07
Michael Cimino;31945;The Sicilian;4.819;9000000;5406879;Drama|Crime;49;5.1;116;1987-10-23
Francis Ford Coppola;28368;Gardens of Stone;4.016;0;5262047;Drama|History;39;6.2;111;1987-05-05
Paul Weiland;24828;Leonard Part 6;3.675;0;4916871;Action|Comedy;35;2.7;85;1987-12-18
Gabriel Axel;11832;Babettes gæstebud;5.981;0;4398938;Comedy|Drama;159;7.2;102;1987-08-11
John Flynn;4639;Best Seller;5.977;0;4278150;Action|Crime|Drama|Thriller;44;6.4;95;1987-09-25
Steven Lisberger;14464;Hot Pursuit;4.487;0;4215859;Comedy;37;6.5;93;1987-05-08
William Phelps;22915;North Shore;3.029;0;3832228;Action|Drama|Romance;22;5.5;96;1987-08-14
Fred Dekker;13509;The Monster Squad;8.877;12000000;3769990;Comedy|Action|Fantasy;251;6.7;82;1987-08-14
Phil Joanou;13339;Three O'Clock High;6.948;6000000;3685862;Comedy;125;6.7;97;1987-10-09
Percy Adlon;3543;Out of Rosenheim;6.554;0;3587303;Comedy|Drama;157;7.4;95;1987-11-12
Hal Sutherland;39045;Pinocchio and the Emperor of the Night;2.644;8000000;3261638;Animation|Adventure|Family;11;5.3;83;1987-08-06
Barbet Schroeder;10937;Barfly;8.464;3000000;3221568;Comedy|Drama|Romance;157;7.2;100;1987-09-02
Wim Wenders;144;Der Himmel über Berlin;11.317;2500000;3210139;Drama|Fantasy|Romance;537;7.9;128;1987-05-17
Peter Werner;34379;No Man's Land;5.134;8000000;2877571;Action|Drama|Thriller|Crime;41;6.3;106;1987-10-23
Bruce Pittman;39929;Hello Mary Lou: Prom Night II;6.908;0;2683519;Horror;70;5.7;97;1987-10-16
Raymond Jafelice;33838;The Care Bears Adventure in Wonderland;3.392;0;2608000;Family|Animation;18;4.7;75;1987-08-07
David Mamet;26719;House of Games;9.825;0;2585639;Crime|Drama|Mystery|Thriller;141;7.0;102;1987-10-11
James Ivory;26371;Maurice;8.524;2;2438304;Drama|Romance;157;7.6;140;1987-08-21
Arthur Penn;70199;Dead of Winter;3.511;0;2413427;Horror|Thriller|Crime|Mystery;40;6.3;100;1987-02-06
Vladimir Grammatikov;14499;Mio min Mio;4.606;7200000;2300000;Adventure|Drama|Fantasy|Family|Mystery;44;6.3;99;1987-07-01
Roger Young;109161;The Squeeze;2.582;0;2228951;Crime|Action|Comedy;8;5.3;101;1987-07-10
Rick Rosenthal;27738;Russkies;2.295;0;2189047;Drama|Family;10;5.5;99;1987-11-06
Tsui Siu-Ming;164086;海市蜃楼;0.601;0;2000000;Action|Adventure;2;7.8;94;1987-01-23
Mihalis Kakogiannis;292046;Sweet Country;1.4;3200000;2000000;Drama|History;1;5.0;150;1987-01-23
Lawrence Bassoff;32227;Hunk;1.59;0;1749956;Fantasy|Comedy;7;5.0;102;1987-03-06
Terry Jones;44201;Personal Services;3.46;0;1744164;Comedy;17;5.9;105;1987-02-12
Manuel Summers;166461;Sufre mamón;0.6;0;1702603;Comedy|Music;3;5.0;None;1987-06-15
Ben Bolt;67307;The Big Town;3.496;0;1700000;Drama|Romance;18;5.7;109;1987-09-25
John Sayles;24276;Matewan;5.195;4000000;1680358;Drama;45;7.2;132;1987-08-28
Eric Tsang;316045;開心勿語;0.6;0;1597853;;1;8.0;88;1987-08-13
Bruce Robinson;13446;Withnail & I;9.426;0;1544889;Comedy|Drama;280;7.5;108;1987-06-19
Mike Hodges;33851;A Prayer for the Dying;5.303;6000000;1432687;Crime|Drama|Action|Thriller;33;5.9;107;1987-09-11
Jeff Burr;39895;From a Whisper to a Scream;4.063;1100000;1400000;Comedy|Horror;30;6.2;99;1987-09-25
Robert Boris;36354;Steele Justice;2.05;0;1327740;Action|Drama;9;5.7;95;1987-05-08
Abel Ferrara;47212;China Girl;3.225;0;1262091;Romance|Crime|Drama;19;6.5;90;1987-09-25
Ken Cameron;59066;The Umbrella Woman;3.18;0;1155000;Drama|Romance;5;5.6;98;1987-05-14
Tom Daley;26675;The Outing;3.962;2000000;1083395;Horror;25;5.5;87;1987-09-11
Bill Forsyth;65501;Housekeeping;4.132;0;1083282;Comedy|Drama;15;6.7;116;1987-11-25
Ron Casden;73265;Campus Man;1.4;0;989000;Comedy;3;5.2;94;1987-04-10
Dennis Feldman;44801;Real Men;4.919;0;873903;Action|Comedy|Science Fiction;29;6.5;85;1987-09-25
Norman Mailer;78146;Tough Guys Don't Dance;2.471;5000000;858250;Drama|Comedy|Crime|Mystery|Thriller;9;4.8;110;1987-09-18
Ruggero Deodato;27551;The Barbarians;6.247;4000000;800000;Fantasy|Adventure;31;5.3;87;1987-03-01
William Friedkin;99749;Rampage;2.96;7500000;796368;Thriller|Drama;18;6.5;97;1987-09-01
Lionel Chetwynd;73091;The Hanoi Hilton;1.811;0;760000;War|Drama;4;6.5;126;1987-03-27
Bill Condon;98486;Sister, Sister;2.936;4000000;743445;Romance|Thriller|Drama|Mystery;7;5.4;91;1987-09-13
Larry Cohen;112518;Deadly Illusion;0.6;0;626724;Drama|Crime;1;4.5;87;1987-10-16
Rick King;32039;The Killing Time;1.368;0;500283;Action|Thriller|Mystery|Romance;2;5.0;94;1987-10-23
Wayne Wang;78691;Slam Dance;2.73;0;406881;Mystery|Thriller;9;5.3;99;1987-10-02
Renny Harlin;48309;Prison;4.804;1300000;354704;Crime|Drama|Horror|Thriller;48;6.1;102;1987-12-08
Michael Hoffman;62327;Promised Land;3.801;0;316000;Drama|Romance;12;5.1;102;1987-09-01
Eloy de la Iglesia;111708;La estanquera de Vallecas;1.319;0;312010;Comedy|Drama;20;6.2;106;1987-04-09
Jeff Bleckner;19209;White Water Summer;4.363;0;300859;Adventure;40;6.2;90;1987-07-10
Alex Cox;28448;Walker;3.638;5800000;257043;Drama|History|Western;29;6.6;94;1987-12-04
Víctor Alcázar;189314;Los invitados;0.6;0;256910;Drama;0;0.0;None;1987-03-05
Alan J. Pakula;31645;Orphans;1.736;0;252430;Drama|Crime;5;5.7;115;1987-09-18
Daniel Petrie;79615;Square Dance;2.019;0;225358;Drama|Romance;6;5.3;112;1987-03-01
Tengiz Abuladze;96920;მონანიება;1.863;0;215496;Drama|Comedy;21;7.1;153;1987-05-01
Peter Richardson;4292;Eat the Rich;3.376;0;200723;Action|Comedy|Crime;13;6.1;90;1987-06-01
Peter Manoogian;100269;Enemy Territory;4.084;0;197791;Action|Crime|Drama|Thriller;10;6.2;89;1987-05-22
Paolo Taviani;48149;Good Morning, Babilonia;1.82;0;183700;Romance|Drama;12;6.2;117;1987-05-13
Lee Harry;50719;Silent Night, Deadly Night Part 2;4.581;250000;154323;Comedy|Horror;52;4.3;88;1987-04-10
Rolf Losansky;220133;Das Schulgespenst;0.9;850000;150000;Family|Fantasy|Comedy;2;8.3;81;1987-07-03
Luis Mandoki;191550;Gaby: A True Story;1.515;5000000;125400;Drama|Romance;3;6.0;110;1987-10-30
Dominique Deruddere;53741;Crazy Love;1.435;0;119919;Comedy|Drama|Romance;8;6.4;90;1987-10-01
Corey Yuen;42012;No Retreat, No Surrender 2: Raging Thunder;5.783;0;108154;Action;26;4.6;104;1987-11-05
Richard Lowenstein;337307;Australian Made: The Movie;0.84;0;43479;Music;0;0.0;81;1987-07-01
John G. Avildsen;133781;Happy New Year;1.291;0;41232;Comedy|Crime|Romance;3;3.8;85;1987-08-07
Steve De Jarnatt;15785;Cherry 2000;8.466;10000000;14000;Science Fiction;105;5.9;99;1987-11-12
Mikael Kristersson;490771;Pica Pica;0.62;0;13487;Documentary;1;5.0;97;1987-03-14
Jordi Bayona;505957;Material urbà;0.6;0;7267;Crime|Drama;0;0.0;None;1987-12-11
Álvaro Sáenz de Heredia;239869;Policía;0.6;0;415;Crime|Drama|Action;1;5.0;None;1987-02-12
Jimmy Huston;21151;My Best Friend Is a Vampire;4.165;0;174;Comedy|Family|Horror;47;5.8;89;1987-10-01
John Boorman;32054;Hope and Glory;6.208;10;9;Drama|War|Comedy|History;85;6.8;113;1987-08-01
Bill L. Norton;116064;Three for the Road;1.076;0;1;Comedy;4;6.5;88;1987-04-10
Antonis Tempos;557156;Φαλακρός Στόχος;0.6;0;0;;1;10.0;86;1987-12-03
Antonis Tempos;556875;Σωτήρης Ο Κροκοδειλάκιας;0.6;0;0;;1;10.0;76;1987-01-01
Takis Vougiouklakis;556578;Συζυγικά Βραχυκυκλώματα;0.6;0;0;Comedy;1;10.0;90;1987-01-01
Odysseas Kosteletos;556573;Σέξυ, Μπάτσος Και Σκληρός;0.6;0;0;Comedy;1;10.0;73;1987-01-01
Antonis Tempos;556551;Πόντιος Είμαι... Αλλά Κάνω Θεραπεία;0.6;0;0;Comedy;1;10.0;94;1987-01-01
Kostas Bakodimos;556540;Περικλής Ο Τρίχας;0.6;0;0;;1;10.0;78;1987-01-01
Vangelis Fournistakis;556254;Ο Ψευδομάρτυρας;0.6;0;0;;1;10.0;92;1987-01-01
Pavlos Filippou;556240;Ο Τελευταίος... Μπάτσος;0.6;0;0;Drama|Crime|Action;1;10.0;78;1987-01-01
Pavlos Filippou;556030;Ο Σαλονικιός;0.6;0;0;Action|Crime|Drama;1;10.0;70;1987-01-01
George Skalenakis;555687;Ο Κύριος Λιμενάρχης;0.6;0;0;;1;10.0;67;1987-01-01
Omiros Efstratiadis;555375;Ο Θείος Μου Ο Νίνζα Νο2;0.62;0;0;;1;10.0;87;1987-07-01
Omiros Efstratiadis;555367;Ο Θείος Μου Ο Νίνζα;0.6;0;0;;1;10.0;81;1987-01-01
Takis Vougiouklakis;555219;Ο Γυφτοροκάς;1.568;0;0;;1;10.0;91;1987-01-01
Vangelis Balafoutis;555076;Μάθε Παιδί Μου Μπάσκετ;0.6;0;0;Comedy;1;10.0;72;1987-01-01
Vangelis Balafoutis;554887;Εραστής Από Το Ψυγείο;0.6;0;0;;1;10.0;72;1987-01-01
Cesar Hernando;525054;Botika Bituka;0.6;0;0;Documentary;1;10.0;2;1987-08-05
Apostolos Doxiadis;523923;Τεριρέμ;0.6;0;0;Drama;1;10.0;80;1987-10-04
Carlo Lizzani;522620;Assicurazione sulla morte;0.6;0;0;Crime|Drama;1;10.0;None;1987-02-05
Dmitry Frolov;519610;Сон;0.6;0;0;Horror;2;10.0;20;1987-12-27
Luis Ospina;493259;Ojo y vista: Peligra la vida del artista;0.6;0;0;;1;10.0;26;1987-01-01
Ogtay Mirgasimov;473077;Şeytan Göz Qabağında;0.6;0;0;Thriller|Mystery|Drama;1;10.0;84;1987-11-20
Peng-Yi Chang ;440239;Kua yue shi kong de xiao zi;0.697;0;0;;1;10.0;97;1987-08-15
NA;430493;Temple of the God Makers;0.62;0;0;Documentary;1;10.0;26;1987-03-01
Joseph Lai;416101;Ninja Avengers;0.6;0;0;;1;10.0;89;1987-01-01
Larry Malone;407043;Stanley and Stella in Breaking the Ice;0.6;0;0;Animation|Fantasy;1;10.0;3;1987-07-31
Elizabeth Alynn Pike;405658;The Other Israel;0.6;0;0;Documentary|History;1;10.0;58;1987-01-01
NA;401973;Mecano - Mecano en Concierto;0.6;0;0;;1;10.0;None;1987-06-13
Leonid Nechayev;400070;Питер Пэн;0.666;0;0;Fantasy|Comedy|Adventure|Family;1;10.0;135;1987-06-01
Hiroyuki Nasu;398990;Shinjuku Junai Monogatari;0.822;0;0;Action|Romance;1;10.0;95;1987-07-04
Lin Fu-Ti;392679;Ku er liu lang ji;0.6;0;0;Action|Comedy;1;10.0;None;1987-12-01
Chito S. Roño;382792;Olongapo... The Great American Dream;0.62;0;0;;1;10.0;None;1987-12-25
Manu Bonmariage;382087;Allô police;0.62;0;0;Documentary;1;10.0;None;1987-01-01
Bruno Gaburro;364390;Penombra;0.87;0;0;;1;10.0;None;1987-05-08
Alison De Vere;362786;The Black Dog;1.123;0;0;Animation|Drama|Fantasy;1;10.0;19;1987-11-06
Sándor Sára;343467;Tüske a köröm alatt;0.6;0;0;Drama;1;10.0;91;1987-06-06
Anthony Maharaj;337125;Mission Terminate;0.7;0;0;;1;10.0;93;1987-01-01
Aleksandar Đorđević;314008;Hajde da se volimo;1.384;0;0;Music|Comedy;3;10.0;87;1987-11-20
Mehul Kumar;312609;Marte Dam Tak;1.233;0;0;;2;10.0;None;1987-07-17
Joseph Morder;305983;L'arbre Mort;0.704;0;0;Drama|Romance;1;10.0;90;1987-01-01
Ralf Huettner;285712;Das Mädchen mit den Feuerzeugen;0.699;0;0;Drama;1;10.0;None;1987-12-17
Harald Hamrell;284131;Scener ur ett handfats liv;0.62;0;0;;1;10.0;8;1987-10-03
K. Viswanath;279293;Swayamkrushi;0.662;0;0;Family;1;10.0;164;1987-09-03
T.C. Christensen;275417;The Touch of the Master's Hand;0.6;0;0;;1;10.0;18;1987-01-01
Horace Ové;272042;Playing Away;0.6;0;0;TV Movie|Comedy|Drama;1;10.0;100;1987-01-02
Franz Josef Gottlieb;258551;Hexenschuß;1.4;0;0;Comedy;1;10.0;60;1987-03-22
Werner Nekes;248770;Was geschah wirklich zwischen den Bildern?;0.6;0;0;Documentary;2;10.0;83;1987-03-26
K. C. Bokadia;241156;कुदरत का कानून;0.874;0;0;;1;10.0;None;1987-10-23
Petar Lalović;203042;Svet koji nestaje;0.68;0;0;Documentary;3;10.0;100;1987-12-30
Stefan Henszelman;185061;Venner for altid;0.6;0;0;Drama;2;10.0;90;1987-02-05
Péter Bacsó;133394;Banánhéjkeringö;0.661;0;0;Drama|Comedy;1;10.0;107;1987-02-19
Roberto Gervitz;67954;Feliz Ano Velho;0.6;0;0;Drama;1;10.0;111;1987-10-26
NA;64855;Ghost Stories;0.6;0;0;Animation|Family;1;10.0;46;1987-12-05
Russell Holt;59312;How Rare a Possession: The Book of Mormon;0.664;0;0;;2;10.0;64;1987-11-08
John Howard;30820;Flash!;0.6;0;0;Thriller;1;10.0;59;1987-01-01
Chuck Vincent;29632;Slammer Girls;1.004;0;0;Comedy;1;10.0;80;1987-06-01
NA;514063;النمر والأنثى;1.15;0;0;Action|Drama;2;9.5;180;1987-02-14
Ray Butt;388759;Only Fools and Horses - The Frogs Legacy;0.749;0;0;;5;9.5;60;1987-12-25
NA;384979;Captain Power - Future Force Training;0.6;0;0;Science Fiction;1;9.5;16;1987-01-01
Barbet Schroeder;97222;The Charles Bukowski Tapes;1.354;0;0;Documentary;4;9.5;240;1987-01-01
NA;49615;B.B. King & Friends;0.908;0;0;Music;2;9.5;56;1987-04-14
Vladimir Blaževski;348286;Hi-Fi;0.6;0;0;Drama;2;9.3;102;1987-01-01
Adoor Gopalakrishnan;275030;അനന്തരം;0.6;0;0;Drama;6;9.2;125;1987-10-01
Ketan Mehta;232791;Mirch Masala;0.807;0;0;;6;9.2;121;1987-02-18
Yefim Gamburg;641468;Контакты... конфликты... 4;0.6;0;0;Comedy|Animation|Music;1;9.0;None;1987-12-01
Alfred Cheung Kin-Ting;407530;標錯參;1.4;0;0;Comedy|Action;2;9.0;86;1987-12-03
Giannis Dalianidis;407354;Μπανάνες;0.6;0;0;Comedy;1;9.0;None;1987-01-01
Dominic Angerame;387571;Continuum;0.6;0;0;;1;9.0;15;1987-03-13
Lau Kar-Wing;300980;小生夢驚魂;1.375;0;0;Comedy|Crime|Horror|Thriller;1;9.0;93;1987-03-06
Giorgos Katakouzinos;283906;Απουσίες;0.6;0;0;Romance|Drama;1;9.0;107;1987-10-01
NA;283548;Max Headroom Pirating Incident;0.6;0;0;Horror|Comedy;2;9.0;2;1987-11-22
Ivanka Grubcheva;215247;13-та годеница на принца;1.27;0;0;Adventure|Comedy|Family|Science Fiction;2;9.0;89;1987-02-05
Vlasta Pospíšilová;210746;Lakomá Barka;0.6;0;0;Animation;1;9.0;16;1987-07-28
Gunter Friedrich;208366;Hasenherz;0.661;0;0;Family|Adventure;1;9.0;78;1987-12-13
Wu Ma;198075;表哥到;1.609;0;0;Comedy|Horror|Romance;1;9.0;91;1987-01-09
Don Lusk;179523;The Nativity;0.6;0;0;Animation|Family;1;9.0;30;1987-01-01
Vytautas Žalakevičius;165379;Savaitgalis pragare;0.667;0;0;Drama|War|Adventure;2;9.0;92;1987-12-09
Anthony Page;117746;Pack of Lies;0.6;0;0;Action|Thriller|TV Movie;1;9.0;100;1987-04-26
David Lai;104680;鬼新娘;1.808;0;0;;1;9.0;88;1987-10-15
Günter Reisch;79858;Wie die Alten sungen...;1.4;0;0;Comedy;1;9.0;90;1987-01-22
Yoshio Takeuchi;62454;２００１夜物語;0.884;0;0;Adventure|Science Fiction|Drama;1;9.0;57;1987-06-21
Věra Chytilová;123839;Vlčí bouda;2.627;0;0;Adventure|Drama|Horror;3;8.7;92;1987-02-01
Vyacheslav Brovkin;539980;Мегрэ у министра;0.6;0;0;Mystery|Drama|Crime;2;8.5;136;1987-08-07
Govindan Aravindan;204044;ഒരിടത്ത്;0.6;0;0;Drama;2;8.5;112;1987-05-29
Rodney Bennett;182781;Monsignor Quixote;0.931;0;0;;1;8.5;132;1987-02-13
Glenn A. Jordan;159868;Echoes In The Darkness;0.9;5;0;;2;8.5;250;1987-11-01
Hugo Sofovich;149036;El Manosanta está Cargado;0.738;0;0;Comedy;4;8.5;None;1987-06-04
Marty Callner;71378;Stevie Nicks: Live at Red Rocks;0.6;0;0;;2;8.5;60;1987-05-05
Bernard Deyriès;198884;Barbie and The Sensations: Rockin' Back to Earth;2.747;0;0;TV Movie|Animation|Music;13;8.4;45;1987-01-01
Im Kwon-taek;204051;씨받이;0.744;0;0;History|Drama;5;8.4;95;1987-03-21
Raúl Ruiz;225872;Mémoire Des Apparences;0.6;0;0;;3;8.3;100;1987-09-15
Yavuz Turgul;31415;Muhsin Bey;2.543;0;0;Drama;24;8.3;145;1987-01-01
Frédéric Back;49565;L'homme qui plantait des arbres;5.662;0;0;Animation|Drama;75;8.3;30;1987-05-13
Gilberto Martínez Solares;207192;El día de los Albañiles III;1.338;0;0;Comedy;2;8.3;None;1987-01-30
Taylor Hackford;42003;Chuck Berry: Hail! Hail! Rock 'n' Roll;1.578;0;0;Documentary;8;8.3;120;1987-01-01
Kevin Sullivan;40724;Anne of Green Gables: The Sequel;10.809;0;0;Drama|Romance|Family;67;8.2;230;1987-05-19
P  Padmarajan;210492;തൂവാനത്തുമ്പികൾ;2.643;0;0;Drama|Romance;11;8.1;151;1987-01-03
Ricky Lau;67344;靈幻先生;3.703;0;0;Horror|Action|Comedy;11;8.1;88;1987-12-17
Seijiro Koyama;31743;ハチ公物語;3.278;0;0;;44;8.0;107;1987-08-01
Malvina Urșianu;623981;Figuranții;0.6;0;0;;1;8.0;132;1987-01-01
Karaman Mgeladze;614832;ფესვები;0.6;0;0;;1;8.0;87;1987-07-04
Aris Fotiadis;593629;...Και Δυο Αυγά Τουρκίας;0.6;0;0;Comedy;1;8.0;98;1987-10-01
Geetha Krishna;577604;Sankeertana;0.6;0;0;Action|Family;1;8.0;136;1987-02-26
B. Gopal;577298;Collector Gari Abbai;0.6;0;0;;1;8.0;154;1987-04-08
Benoît Jacquot;569478;Elvire Jouvet 40;0.6;0;0;;1;8.0;None;1987-11-18
Mattias Johansson Skoglund;552312;An Ordinary Day;0.6;400000;0;Adventure|TV Movie;1;8.0;None;1987-07-16
NA;525125;Για Μια Χούφτα Τούβλα;0.6;0;0;Comedy;1;8.0;None;1987-01-01
Dér András;506270;Szépleányok;0.6;0;0;Documentary|Drama;1;8.0;90;1987-01-01
Carlos Borcosque Jr.;505840;Las Esclavas;0.986;0;0;Action|Drama;1;8.0;None;1987-05-21
Karola Hattop;500738;Der Schulweg;0.6;0;0;;1;8.0;29;1987-12-06
Krisztina Deák;498141;Csinszka;0.6;0;0;Drama;1;8.0;None;1987-01-01
Barry Levinson;380;Rain Man;14.231;25000000;412800000;Drama;3433;7.7;134;1988-12-11
Robert Zemeckis;856;Who Framed Roger Rabbit;16.896;70000000;329803958;Fantasy|Animation|Comedy|Crime|Family;3156;7.4;104;1988-06-21
John Landis;9602;Coming to America;17.156;39000000;288752301;Comedy|Romance;2031;6.7;116;1988-06-29
John Cornell;9396;Crocodile Dundee II;9.307;0;239606210;Adventure|Comedy;594;5.7;110;1988-05-19
Ivan Reitman;9493;Twins;12.448;15000000;216614388;Comedy;1150;5.9;107;1988-12-09
Peter MacDonald;1370;Rambo III;19.465;63000000;189015611;Action|Adventure|Thriller|War;1505;5.9;102;1988-05-24
Roger Donaldson;7520;Cocktail;11.048;20000000;171504781;Drama|Romance|Comedy;697;6.0;104;1988-07-29
Penny Marshall;2280;Big;10.547;18000000;151927281;Fantasy|Drama|Comedy|Romance|Family;1980;7.0;104;1988-06-03
John McTiernan;562;Die Hard;30.205;28000000;140767956;Action|Thriller;6637;7.7;131;1988-07-15
Jean-Jacques Annaud;2383;L'Ours;7.909;25000000;138241022;Adventure|Drama|Family;215;7.0;94;1988-10-21
Mike Nichols;3525;Working Girl;13.437;28000000;103173635;Comedy|Romance;468;6.6;114;1988-12-20
Don Bluth;12144;The Land Before Time;15.187;12300000;84460846;Animation|Adventure|Family;1513;7.0;69;1988-11-18
David Zucker;37136;The Naked Gun: From the Files of Police Squad!;16.031;12000000;78756177;Comedy|Crime;1939;7.2;85;1988-12-02
George Scribner;12233;Oliver & Company;17.727;31000000;74151346;Animation|Comedy|Family;874;6.7;74;1988-11-18
Tim Burton;4011;Beetlejuice;24.97;15000000;73326666;Fantasy|Comedy;3404;7.3;92;1988-02-29
Renny Harlin;10131;A Nightmare on Elm Street 4: The Dream Master;13.818;7000000;72500000;Horror|Thriller;654;5.8;99;1988-08-19
Charles Crichton;623;A Fish Called Wanda;11.532;7500000;62493712;Comedy|Crime;1083;7.3;109;1988-07-15
Richard Donner;9647;Scrooged;14.387;32000000;60328558;Fantasy|Comedy|Drama;742;6.8;101;1988-11-22
Ron Howard;847;Willow;14.425;35000000;57269863;Action|Adventure|Fantasy;909;7.0;126;1988-05-01
Garry Marshall;15592;Beaches;8.359;0;57041866;Comedy|Drama;123;6.8;123;1988-12-21
Mike Nichols;19382;Biloxi Blues;8.105;20000000;51684798;Comedy|Drama|Romance;117;6.4;106;1988-03-25
Ron Shelton;287;Bull Durham;9.592;7000000;50888000;Comedy|Romance;284;6.8;108;1988-06-15
Dennis Hopper;10126;Colors;9.768;6000000;46616067;Action|Crime|Drama|Thriller|Romance;192;6.5;120;1988-04-15
Christopher Cain;11967;Young Guns;11.802;13000000;44726644;Crime|Action|Adventure|Drama|Western;459;6.7;107;1988-08-12
Tom Holland;10585;Child's Play;13.583;9000000;44196684;Horror;1377;6.5;87;1988-11-08
Stephen Chiodo;16296;Killer Klowns from Outer Space;8.187;2000000;43625095;Comedy|Horror|Science Fiction;346;6.0;88;1988-05-27
Howard Deutch;2617;The Great Outdoors;8.911;24000000;43455230;Comedy;261;6.5;91;1988-06-17
Frank Oz;10141;Dirty Rotten Scoundrels;9.612;0;42039085;Crime|Comedy;401;7.1;110;1988-12-14
Martin Brest;9013;Midnight Run;6.291;30000000;38413606;Adventure|Comedy|Crime;457;7.2;126;1988-07-20
Walter Hill;9604;Red Heat;14.159;29000000;34994648;Action|Crime;698;6.0;104;1988-06-17
Stephen Frears;859;Dangerous Liaisons;11.688;14000000;34670720;Drama|Romance;584;7.3;119;1988-12-16
Alan Parker;1632;Mississippi Burning;9.761;15000000;34604000;Thriller|Crime|Drama;743;7.6;128;1988-12-08
Graham Baker;10128;Alien Nation;8.385;16000000;32155047;Crime|Science Fiction|Thriller;152;6.1;91;1988-10-07
Roger Spottiswoode;9717;Shoot to Kill;7.098;0;29300000;Action|Thriller;82;6.8;109;1988-02-12
John R. Cherry III;26386;Ernest Saves Christmas;6.688;6000000;28202109;Comedy|Family;79;5.1;95;1988-11-11
George Roy Hill;14170;Funny Farm;7.259;19000000;25537221;Comedy;112;6.1;101;1988-06-03
Daniel Petrie;11285;Cocoon: The Return;10.34;17500000;25024919;Comedy|Science Fiction;168;5.5;116;1988-09-13
Kenneth Johnson;11966;Short Circuit 2;9.805;10000000;21630088;Comedy|Family|Science Fiction|Drama;294;5.9;110;1988-07-06
Jonathan Demme;2321;Married to the Mob;9.577;10000000;21486757;Comedy|Crime|Romance;125;5.8;104;1988-08-19
David Seltzer;40820;Punchline;6.123;15000000;21032267;Comedy|Drama;65;5.4;123;1988-10-07
Peter Hyams;11851;The Presidio;8.228;0;20324096;Action|Adventure|Crime|Drama|Mystery|Thriller;139;5.9;97;1988-06-10
Craig R. Baxley;10117;Action Jackson;6.808;7000000;20256975;Action|Adventure|Comedy|Crime|Drama;90;5.4;96;1988-02-12
Wes Craven;11503;The Serpent and the Rainbow;8.612;7000000;19595031;Horror|Thriller;205;6.4;98;1988-02-05
Alan Myerson;11825;Police Academy 5: Assignment Miami Beach;11.501;0;19510371;Comedy|Crime;438;5.0;90;1988-03-17
John Carl Buechler;10281;Friday the 13th Part VII: The New Blood;9.622;2800000;19170001;Horror|Thriller;435;5.3;88;1988-05-13
Carl Schultz;11082;The Seventh Sign;9.075;0;18875011;Horror|Thriller|Fantasy;150;6.0;97;1988-04-01
