director;id;original_title;popularity;budget;revenue;genres;vote_count;vote_average;runtime;release_date
Paul McGuigan;227719;Project Almanac;9.784;12000000;32248241;Science Fiction|Thriller;1527;6.5;106;2015-01-28
Yoshihiro Osugi;238615;Self/less;34.421;26000000;30523226;Science Fiction|Mystery|Thriller;1937;6.3;116;2015-07-10
Dean Israelite;210860;Mortdecai;15.066;60000000;30418560;Comedy|Adventure;1788;5.4;106;2015-01-21
Tarsem Singh;250734;Far from the Madding Crowd;11.646;0;30229977;Drama|Romance;632;7.0;119;2015-04-23
David Koepp;280996;Mr. Holmes;12.7;0;29355203;Drama|Mystery;1184;6.5;103;2015-06-19
Thomas Vinterberg;271714;Love & Mercy;9.635;0;28641776;Drama|Music;383;7.2;120;2015-05-29
Bill Condon;282984;Irrational Man;10.257;11000000;27391084;Drama|Mystery;1252;6.5;95;2015-07-17
Bill Pohlad;328716;조선명탐정: 사라진 놉의 딸;2.741;0;27387870;Action|Mystery|Comedy|Adventure;13;6.5;125;2015-02-11
Woody Allen;261392;American Ultra;10.628;28000000;27139524;Comedy|Action;1843;6.0;96;2015-08-19
Kim Sok-yun;222936;Aloha;9.958;37000000;26250020;Drama|Comedy|Romance;1315;5.3;105;2015-05-27
Nima Nourizadeh;318917;Er ist wieder da;6.828;3196621;25513752;Comedy;1115;6.8;116;2015-10-08
Cameron Crowe;293646;The 33;9.671;25000000;24902723;Drama|History;604;6.2;120;2015-08-06
David Wnendt;339527;Solace;12.901;0;22586863;Thriller|Crime|Mystery;1352;6.3;101;2015-09-03
Patricia Riggen;332835;पीकू;7.531;5500000;22159216;Drama|Comedy;90;7.0;123;2015-05-08
Afonso Poyart;338065;दिल धड़कने दो;4.444;13000000;22000000;Drama|Family|Romance|Comedy;72;6.9;170;2015-06-04
Shoojit Sircar;333623;ラブライブ！The School Idol Movie;3.262;0;21000000;Animation|Music;15;7.7;99;2015-06-13
Zoya Akhtar;352161;El clan;6.173;3500000;20381995;Drama|History|Crime|Thriller;225;6.6;109;2015-08-13
Takahiko Kyougoku;333352;Eye in the Sky;11.461;13000000;18704595;Drama|Thriller|War;909;7.1;102;2015-09-11
Pablo Trapero;298382;The Dressmaker;12.567;11930000;18340000;Drama;990;6.9;118;2015-10-01
Gavin Hood;308639;Dope;8.706;700000;17986781;Crime|Drama|Comedy;994;7.2;103;2015-06-19
Jocelyn Moorhouse;201088;Blackhat;21.805;70000000;17752940;Crime|Thriller|Action;1222;5.3;133;2015-01-13
Rick Famuyiwa;359460;탐정: 더 비기닝;2.622;0;17708027;Comedy|Crime|Thriller;11;7.2;120;2015-09-24
Michael Mann;241257;Regression;11.42;0;17671101;Horror|Mystery|Thriller|Crime;1155;5.5;106;2015-10-01
Kim Joung-hoon;295592;Monkey Kingdom;6.071;0;16661077;Documentary;66;6.8;81;2015-04-17
Alejandro Amenábar;245168;Suffragette;10.748;14000000;16002420;Drama|History;1051;7.3;106;2015-10-16
Mark Linfield;300983;என்னை அறிந்தால்;3.288;7900000;16000000;Thriller|Action;27;7.2;176;2015-02-06
Sarah Gavron;323661;Mune, le gardien de la lune;11.466;0;15730665;Animation|Family|Adventure|Fantasy|Comedy;278;7.1;86;2015-02-05
Gautham Vasudev Menon;254320;The Lobster;20.0;4000000;15656193;Thriller|Comedy|Drama|Romance|Science Fiction;3243;7.0;118;2015-07-10
Alexandre Heboyan;273477;Scouts Guide to the Zombie Apocalypse;10.505;15000000;14860766;Comedy|Horror;981;6.2;93;2015-10-23
Yorgos Lanthimos;270303;It Follows;24.513;2000000;14674076;Horror|Thriller;3786;6.5;101;2015-02-04
Christopher Landon;320588;Hello, My Name Is Doris;7.302;1000000;14444999;Comedy|Drama|Romance;281;6.3;95;2015-11-27
David Robert Mitchell;239573;Unfinished Business;9.78;35000000;14431253;Comedy;506;5.2;91;2015-03-05
Michael Showalter;333596;Woodlawn;5.91;12000000;14394097;Drama;86;6.9;123;2015-10-15
Ken Scott;325348;Hardcore Henry;8.846;10000000;14333790;Action|Adventure|Science Fiction;1395;6.2;97;2015-09-12
Jon Erwin;330421;Papanasam;2.276;0;14000000;Crime|Drama|Family|Thriller;22;7.5;181;2015-07-03
Ilya Naishuller;266396;The Gunman;13.247;40000000;13644292;Action|Drama|Crime;615;5.7;115;2015-02-16
Jeethu Joseph;302429;Strange Magic;10.885;0;13603453;Music|Animation|Family|Fantasy;184;6.4;99;2015-01-23
Pierre Morel;336882;Bølgen;9.835;5904067;12975143;Action|Drama|Thriller;640;6.6;104;2015-08-28
Gary Rydstrom;225728;Macbeth;9.162;15000000;12601706;History|Drama|War|Adventure;916;6.5;113;2015-08-16
Roar Uthaug;243938;Hot Tub Time Machine 2;10.096;14000000;12314651;Comedy;553;5.1;93;2015-02-20
Justin Kurzel;325699;టెంపర్;1.894;5400000;11600000;Action|Drama;8;6.9;147;2015-02-13
Steve Pink;323517;बदलापुर;4.963;3700000;11480000;Crime|Thriller|Action|Drama;63;7.1;128;2015-02-20
Puri Jagannath;301351;We Are Your Friends;11.148;6000000;11122090;Drama|Music|Romance|Comedy;1328;6.3;96;2015-08-26
Sriram Raghavan;363093;대호;5.04;0;11083449;Action|History|Thriller|Fantasy;45;7.6;139;2015-12-16
Max Joseph;256924;Danny Collins;9.371;10000000;10835752;Comedy|Drama|Music;285;6.7;107;2015-03-19
Park Hoon-jung;372259;Mr.Black 2: Green Star;0.6;0;10540738;Animation;0;0.0;None;2015-08-07
Dan Fogelman;546299;Kwai Boo;0.6;0;9422434;;0;0.0;None;2015-08-06
NA;369927;A Second Chance;3.765;0;9316179;Drama|Romance;8;7.2;130;2015-11-25
NA;315335;Frau Müller muss weg!;3.266;0;9127383;Comedy;49;6.0;88;2015-01-15
Cathy Garcia-Molina;264419;Un gallo con muchos huevos;4.027;5300000;9080818;Animation|Family;37;5.7;99;2015-09-04
Sönke Wortmann;283587;Beasts of No Nation;7.98;6000000;9077700;Drama|War;953;7.6;137;2015-09-11
Gabriel Riva Palacio Alatriste;341744;Truman;7.479;0;9027600;Comedy|Drama;196;6.9;108;2015-10-30
Cary Joji Fukunaga;361131;Hate Story 3;1.913;2900000;8900000;Thriller|Drama;17;5.7;126;2015-12-04
Cesc Gay;331781;Amy;13.162;0;8413144;Documentary|Music;757;7.6;128;2015-07-03
Vishal Pandya;300602;Atrapa la bandera;8.941;14000000;8306690;Comedy|Animation|Adventure|Family;132;6.0;94;2015-08-28
Asif Kapadia;367553;Bhale Bhale Magadivoy;1.09;1400000;8300000;Romance|Comedy;4;7.6;145;2015-09-04
Enrique Gato;294016;Trumbo;10.822;15000000;8235661;Drama;947;7.2;124;2015-10-27
Maruthi Dasari;262973;அநேகன்;2.181;5200000;8200000;Comedy|Mystery|Romance|Thriller;19;6.3;154;2015-02-13
Jay Roach;374232;2 കൺട്രീസ്;2.608;0;8200000;Comedy|Romance;13;6.1;156;2015-12-25
K. V. Anand;582327;שקופים;0.6;800000;8000000;;1;6.0;None;2015-01-01
Shafi;360648;എന്ന് നിന്‍റെ മൊയ്തീൻ;1.989;1900000;7800000;Drama|Romance;14;7.0;167;2015-09-18
NA;312809;तेवर;1.897;5600000;7800000;Thriller|Action|Drama;22;5.5;159;2015-01-09
R. S. Vimal;314402;Dheepan;6.432;0;7704357;Crime|Drama;250;6.9;111;2015-08-26
Amit Sharma;252512;While We're Young;7.133;10000000;7587485;Comedy|Drama|Mystery;650;5.9;97;2015-04-03
Jacques Audiard;326011;Батальонъ;2.719;10000000;7547762;War|Action|Drama|History;17;7.4;120;2015-02-20
Noah Baumbach;324807;A Bigger Splash;6.921;0;7545758;Crime|Drama|Mystery|Thriller;412;6.2;125;2015-11-26
Dmitri Meskhiyev;310121;I'll See You in My Dreams;6.998;0;7449681;Drama|Comedy;80;6.3;92;2015-05-15
Luca Guadagnino;86828;Absolutely Anything;9.279;0;7200039;Comedy|Science Fiction;753;5.7;85;2015-06-26
Brett Haley;309304;Grandma;11.498;600000;7087452;Comedy|Drama;220;6.4;78;2015-06-04
Terry Jones;10317;Our Brand Is Crisis;8.094;28000000;7002261;Comedy|Drama;314;5.9;108;2015-09-11
Paul Weitz;546482;The Winner;0.6;0;6806085;;0;0.0;None;2015-12-12
David Gordon Green;381632;GG Bond Movie:Ultimate Battle;0.6;0;6663297;;0;0.0;None;2015-07-10
NA;256962;Little Boy;7.197;20000000;6485961;Comedy|Drama|War;311;7.0;106;2015-04-23
NA;263472;Knock Knock;13.284;2500000;6341684;Drama|Thriller;1618;5.0;99;2015-06-26
Alejandro Monteverde;347989;Uppi 2;1.582;730000;6200000;Thriller;3;8.7;136;2015-08-14
Eli Roth;367877;剩者为王;2.541;0;6050462;Romance;6;4.7;96;2015-11-06
Upendra;372297;ചാര്‍ലി;4.666;1900000;5900000;Drama|Romance;30;7.4;130;2015-12-24
Luo Luo;291270;Anomalisa;11.634;8000000;5659286;Animation|Comedy|Drama|Romance;989;7.1;90;2015-12-30
Martin Prakkat;363152;బెంగాల్ టైగర్;1.43;2800000;5600000;Romance|Action|Comedy;4;5.5;151;2015-12-10
Charlie Kaufman;245698;Pawn Sacrifice;7.935;19000000;5578519;Thriller|Drama;485;6.7;115;2015-09-16
Sampath Nandi;343139;Ah Boys to Men 3: Frogmen;1.483;2020000;5520000;Comedy|Action;3;7.7;148;2015-02-19
Edward Zwick;366887;Bon Bini Holland;1.667;0;5500000;Comedy;30;5.5;95;2015-12-10
Jack Neo;338517;А зори здесь тихие...;4.401;3300000;5249225;Drama|War;28;7.1;120;2015-04-30
Jelle de Jonge;320295;डिटेक्टिव ब्योमकेश बक्शी!;3.233;5100000;5200000;Action|Mystery|Drama;42;7.0;139;2015-04-02
Renat Davletyarov;330431;NH10;3.326;200000;5100000;Crime|Action|Drama|Thriller;41;7.0;115;2015-03-12
Dibakar Banerjee;329135;ஓ காதல் கண்மணி;2.716;940000;5100000;Romance|Drama;24;6.9;139;2015-04-16
Navdeep Singh;358996;Hero;0.804;0;5000000;Romance|Action|Drama;12;6.7;145;2015-09-11
Mani Ratnam;343795;90 Minutes in Heaven;6.038;5000000;4842699;Drama;73;5.6;121;2015-09-11
Nikhil Advani;245706;True Story;9.795;0;4719695;Crime|Drama|Mystery;1071;6.3;100;2015-04-17
Michael Polish;332830;ഒരു വടക്കൻ സെൽഫി;2.154;670000;4700000;Comedy|Drama;18;6.5;143;2015-03-27
Rupert Goold;320316;Italiano medio;6.54;1816720;4541800;Comedy;337;5.8;90;2015-01-29
G. Prajith;386084;Em Là Bà Nội Của Anh;0.6;0;4488000;Comedy;2;7.5;127;2015-12-11
Maccio Capatonda;368330;कट्यार काळजात घुसली;0.958;1500000;4400000;Music;2;9.0;162;2015-11-12
Phan Gia Nhật Linh;311291;45 Years;8.964;0;4250507;Drama|Romance;451;6.5;95;2015-08-04
Subodh Bhave;336004;Heist;8.281;8900000;4100000;Crime|Action|Thriller;523;5.9;93;2015-11-13
Andrew Haigh;352208;Where to Invade Next;7.238;0;3820195;Documentary;268;7.4;121;2015-12-23
Scott Mann;314385;By the Sea;7.661;10000000;3727746;Drama|Romance;336;5.4;122;2015-11-12
Michael Moore;308504;Last Knights;13.911;0;3643591;Action|Adventure;572;6.3;115;2015-04-03
Angelina Jolie;382563;Where‘s the Dragon?;0.768;0;3610117;Animation|Family;3;5.7;97;2015-10-23
Kazuaki Kiriya;397262;三只小猪与神灯;0.968;0;3481666;Family;1;6.0;80;2015-06-27
Sing-Choong Foo;316000;Miles Ahead;10.48;0;3460466;Drama|Music;131;6.6;100;2015-10-10
Liu Wei;234212;Demonic;8.831;3000000;3387000;Thriller|Horror;281;5.2;83;2015-02-12
Don Cheadle;348678;En man som heter Ove;9.118;0;3371692;Comedy|Drama;477;7.5;116;2015-12-25
Will Canon;181283;Child 44;23.681;50000000;3324330;Crime|Thriller;963;6.2;137;2015-03-15
Hannes Holm;332512;Призрак;2.653;0;3300000;Family|Comedy;28;5.9;90;2015-03-26
Daniel Espinosa;271736;The Program;9.857;0;3286448;Drama;312;6.4;103;2015-09-16
Aleksandr Voytinskiy;288036;Sleeping with Other People;9.987;0;3214116;Comedy;539;6.3;100;2015-06-26
Stephen Frears;320007;Victoria;9.35;0;3191998;Crime|Drama|Romance|Thriller;652;7.8;138;2015-06-11
Leslye Headland;364594;Без границ;1.767;1211360;3129507;Comedy|Romance;8;6.4;90;2015-10-22
Sebastian Schipper;253414;Rock the Kasbah;9.909;15000000;3020664;Comedy|Music|War;164;5.6;100;2015-10-22
Karen Oganesyan;249688;The End of the Tour;6.048;0;3002884;Drama;340;7.1;106;2015-07-31
Barry Levinson;338912;Abschussfahrt;1.572;0;2864556;Comedy;25;6.0;88;2015-05-21
James Ponsoldt;331190;Captive;8.363;2000000;2801508;Crime|Drama|Thriller;132;5.6;97;2015-09-17
Tim Trachte;338928;He Named Me Malala;7.779;0;2642899;Documentary;104;6.5;87;2015-09-12
Jerry Jameson;228968;Kidnapping Mr. Heineken;9.464;0;2633527;Drama|Action|Crime|Thriller|Mystery;332;5.9;95;2015-03-12
Davis Guggenheim;300693;Truth;9.801;9600000;2541554;Drama;285;6.6;121;2015-10-16
Daniel Alfredson;309245;Mistress America;9.044;0;2500431;Comedy;317;6.6;84;2015-08-14
James Vanderbilt;377495;Doktor Proktors tidsbadekar;0.739;4900000;2498851;Adventure|Family|Fantasy|Comedy;4;6.1;95;2015-10-16
Noah Baumbach;318279;Meru;9.297;0;2334228;Adventure|Documentary;129;7.5;89;2015-01-25
Arild Fröhlich;266639;Jem and the Holograms;8.72;5000000;2333684;Drama|Fantasy|Music;265;5.4;119;2015-10-22
Jimmy Chin;338930;ലോഹം;2.036;1050255;2250547;Action|Thriller;9;3.7;129;2015-08-20
Jon M. Chu;358962;Пиковая дама: Черный обряд;2.839;1000000;2228115;Horror;35;5.5;93;2015-09-10
Ranjith;290637;Pay the Ghost;11.077;0;2160298;Thriller|Fantasy|Horror|Mystery;409;5.3;94;2015-09-16
Svyatoslav Podgaevsky;301875;Equals;7.568;16000000;2084628;Drama|Romance|Science Fiction;875;6.1;101;2015-07-15
Uli Edel;357400;デジモンアドベンチャーtri.（トライ）第１章「再会」;4.64;0;2069015;Adventure|Animation;26;7.8;96;2015-11-21
Drake Doremus;310593;Youth;10.126;13360000;2000000;Comedy|Drama;1202;6.9;118;2015-05-20
Keitaro Motonaga;302528;Remember;6.723;0;1986615;Drama|Thriller;334;7.4;94;2015-10-23
Paolo Sorrentino;352165;Angrej;2.733;0;1900000;Comedy;5;9.0;137;2015-07-31
Atom Egoyan;362817;Polis Evo;1.556;554390;1847967;Action;3;5.0;120;2015-09-17
Simerjit Singh;157544;The Vatican Tapes;8.208;13000000;1784763;Thriller|Horror;395;4.7;91;2015-07-24
Ghaz Abu Bakar;336050;Saul fia;9.244;1000000;1777043;War|Drama|Thriller;555;7.2;107;2015-06-11
Mark Neveldine;271110;Captain America: Civil War;33.657;240000000;1153304495;Adventure|Action|Science Fiction;15012;7.4;147;2016-04-27
László Nemes;330459;Rogue One: A Star Wars Story;27.219;200000000;1056057273;Action|Adventure|Science Fiction;9908;7.5;133;2016-12-14
Anthony Russo;127380;Finding Dory;16.026;200000000;1028570889;Adventure|Animation|Comedy|Family;8369;7.0;97;2016-06-16
Gareth Edwards;269149;Zootopia;36.929;150000000;1023784195;Animation|Adventure|Family|Comedy;10679;7.7;109;2016-02-11
Andrew Stanton;278927;The Jungle Book;20.942;175000000;966550600;Adventure|Drama|Family|Fantasy;5570;6.8;106;2016-04-07
Byron Howard;328111;The Secret Life of Pets;9.904;75000000;875457937;Adventure|Comedy|Animation|Family;5751;6.1;87;2016-06-18
Jon Favreau;209112;Batman v Superman: Dawn of Justice;28.151;250000000;873260194;Action|Adventure|Fantasy;12521;5.8;151;2016-03-23
Chris Renaud;259316;Fantastic Beasts and Where to Find Them;30.782;180000000;809342332;Adventure|Family|Fantasy;12949;7.4;133;2016-11-16
Zack Snyder;293660;Deadpool;37.37;58000000;783100000;Action|Adventure|Comedy;21292;7.6;108;2016-02-09
David Yates;297761;Suicide Squad;16.586;176000000;745600054;Action|Adventure|Crime|Fantasy|Science Fiction;14425;5.9;123;2016-08-03
Tim Miller;277834;Moana;6.413;150000000;695331111;Adventure|Comedy|Family|Animation;7395;7.5;107;2016-11-23
David Ayer;284052;Doctor Strange;36.68;165000000;677700000;Action|Adventure|Fantasy|Science Fiction;13681;7.4;115;2016-10-25
Ron Clements;335797;Sing;20.676;75000000;632443719;Animation|Comedy|Drama|Family;4635;7.0;108;2016-11-23
Scott Derrickson;381890;美人鱼;6.68;60720000;553810228;Comedy|Fantasy|Romance;154;6.4;93;2016-02-08
Garth Jennings;246655;X-Men: Apocalypse;26.159;178000000;543934787;Action|Adventure|Science Fiction|Fantasy;8841;6.5;144;2016-05-18
Stephen Chow;140300;Kung Fu Panda 3;21.692;145000000;521170825;Action|Adventure|Animation|Comedy|Family;3139;6.7;95;2016-01-23
Bryan Singer;313369;La La Land;29.844;30000000;445435700;Comedy|Drama|Romance|Music;10809;7.9;129;2016-11-29
Jennifer Yuh Nelson;68735;Warcraft;13.812;160000000;433677183;Action|Adventure|Fantasy;4354;6.3;123;2016-05-25
Damien Chazelle;324668;Jason Bourne;21.102;120000000;415484914;Action|Thriller;3776;6.2;123;2016-07-27
Duncan Jones;278154;Ice Age: Collision Course;19.169;105000000;408579038;Adventure|Animation|Family|Comedy;2623;5.9;100;2016-06-23
Paul Greengrass;47933;Independence Day: Resurgence;17.814;165000000;389681935;Action|Adventure|Science Fiction;4073;5.1;120;2016-06-22
Galen T. Chu;372058;君の名は。;20.198;0;357986087;Romance|Animation|Drama;4700;8.5;106;2016-08-26
Roland Emmerich;258489;The Legend of Tarzan;16.607;180000000;356743061;Action|Adventure;4308;5.8;109;2016-06-29
Makoto Shinkai;153518;The Angry Birds Movie;18.068;73000000;349779543;Animation|Adventure|Comedy;2049;6.0;97;2016-05-11
David Yates;136799;Trolls;18.739;125000000;346864462;Adventure|Family|Comedy|Fantasy|Music|Animation;2024;6.6;92;2016-10-13
Fergal Reilly;188927;Star Trek Beyond;17.079;185000000;343471816;Action|Adventure|Science Fiction;4498;6.7;122;2016-07-07
Mike Mitchell;291805;Now You See Me 2;22.475;90000000;334901337;Action|Comedy|Thriller;7232;6.8;129;2016-06-02
Justin Lin;311324;The Great Wall;17.062;150000000;331957105;Action|Adventure|Fantasy;2997;5.8;103;2016-12-16
Jon M. Chu;259693;The Conjuring 2;12.974;40000000;320170008;Horror|Mystery|Thriller;4544;7.2;134;2016-05-13
Zhang Yimou;173897;Resident Evil: The Final Chapter;0.889;40000000;312242626;Action|Horror|Science Fiction;1638;5.9;107;2016-12-23
James Wan;360814;दंगल;8.617;10400000;310000000;Drama|Action;394;8.1;161;2016-12-21
Paul W.S. Anderson;274870;Passengers;12.343;110000000;303144152;Drama|Romance|Science Fiction;8465;6.9;116;2016-12-21
Nitesh Tiwari;241259;Alice Through the Looking Glass;18.235;170000000;299457024;Adventure|Family|Fantasy;4152;6.5;113;2016-05-25
Morten Tyldum;283366;Miss Peregrine's Home for Peculiar Children;14.59;110000000;296485719;Drama|Fantasy|Adventure|Family;6629;6.7;127;2016-09-28
James Bobin;308531;Teenage Mutant Ninja Turtles: Out of the Shadows;13.359;135000000;245623848;Action|Adventure|Comedy|Family|Science Fiction;1988;5.9;112;2016-06-01
Tim Burton;121856;Assassin's Creed;11.493;125000000;240697856;Action|Adventure|Science Fiction;5275;5.4;115;2016-12-21
Dave Green;363676;Sully;15.445;60000000;238470033;Drama|History;4239;7.1;96;2016-09-07
Justin Kurzel;381284;Hidden Figures;26.632;25000000;230698791;Drama|History;5216;8.0;127;2016-12-10
Clint Eastwood;43074;Ghostbusters;24.537;144000000;229147509;Action|Fantasy|Comedy;4034;5.4;116;2016-07-14
Theodore Melfi;207932;Inferno;14.818;75000000;220021259;Mystery|Thriller|Drama;4092;5.9;121;2016-10-13
Paul Feig;302699;Central Intelligence;14.336;50000000;216972543;Action|Comedy|Mystery;3398;6.3;107;2016-06-15
Ron Howard;95610;Bridget Jones's Baby;9.32;35000000;211952420;Comedy|Romance;1966;6.4;123;2016-09-14
Rawson Marshall Thurber;296096;Me Before You;14.771;20000000;207945075;Drama|Romance;6418;7.7;110;2016-06-01
Sharon Maguire;267860;London Has Fallen;20.538;60000000;205754447;Action|Thriller;2809;5.9;99;2016-03-02
Thea Sharrock;329865;Arrival;30.678;47000000;203388186;Drama|Science Fiction|Mystery;11118;7.5;116;2016-11-10
Babak Najafi;381902;西游记之孙悟空三打白骨精;7.677;68490000;193677158;Action|Adventure|Fantasy;46;6.0;120;2016-01-22
Denis Villeneuve;372399;అ ఆ;1.763;87933055;189432924;Family|Comedy|Romance|Drama;4;6.0;152;2016-06-02
Soi Cheang;387949;极限挑战之皇家宝藏;0.6;0;186708860;Comedy;3;4.8;None;2016-01-15
Trivikram Srinivas;376659;Bad Moms;14.608;20000000;183936074;Comedy;2831;6.5;100;2016-07-28
任静;267935;The BFG;15.195;140000000;183345589;Adventure|Family|Fantasy;2054;6.2;120;2016-06-01
Jon Lucas;332210;Storks;11.186;70000000;182379278;Adventure|Animation|Comedy|Family;1408;6.5;87;2016-09-22
Steven Spielberg;262504;Allegiant;28.338;110000000;179246868;Adventure|Science Fiction|Action|Mystery;4399;6.0;121;2016-03-09
Doug Sweetland;324786;Hacksaw Ridge;20.322;40000000;175302354;Drama|History|War;7159;8.1;139;2016-10-07
Robert Schwentke;346685;The Girl on the Train;11.685;45000000;173185859;Crime|Drama|Mystery|Romance|Thriller;3743;6.3;112;2016-10-05
Mel Gibson;415214;湄公河行動;5.828;30200000;173000000;Action|Adventure|Crime|War;70;6.4;124;2016-09-30
Tate Taylor;290595;The Huntsman: Winter's War;28.371;115000000;164602163;Action|Adventure|Drama;3201;6.2;114;2016-04-06
Dante Lam;333484;The Magnificent Seven;19.208;90000000;162360636;Adventure|Action|Western;3822;6.2;132;2016-09-14
Cedric Nicolas-Troyan;343611;Jack Reacher: Never Go Back;15.718;60000000;162146076;Action|Thriller;2957;5.6;118;2016-10-19
Antoine Fuqua;300669;Don't Breathe;11.711;9900000;159047649;Crime|Horror|Thriller;4017;6.9;89;2016-06-08
Edward Zwick;302946;The Accountant;16.728;44000000;155160045;Crime|Thriller|Drama;3577;6.9;128;2016-10-13
Fede Alvarez;205584;Gods of Egypt;16.971;140000000;150680864;Action|Adventure|Fantasy;2501;5.4;127;2016-02-25
Gavin O'Connor;345911;Lights Out;11.95;4900000;148868835;Thriller|Mystery|Horror|Drama;2405;6.3;81;2016-07-21
Alex Proyas;294272;Pete's Dragon;12.162;65000000;143695338;Adventure|Family|Fantasy;1410;6.3;103;2016-08-10
David F. Sandberg;223702;Sausage Party;12.463;19000000;140705322;Adventure|Animation|Comedy|Fantasy;4503;5.6;89;2016-07-11
David Lowery;334543;Lion;25.496;12000000;140312928;Drama;4190;8.2;118;2016-11-24
Conrad Vernon;278924;Mechanic: Resurrection;14.324;40000000;125729635;Action|Crime|Thriller;1991;5.7;99;2016-08-25
Garth Davis;323675;Ride Along 2;11.409;40000000;124827316;Action|Comedy;996;6.2;102;2016-01-14
Dennis Gansel;296524;Deepwater Horizon;12.721;110000000;121790373;Drama|Action;2749;6.7;107;2016-09-29
Tim Story;369885;Allied;17.493;85000000;119520023;Action|Drama|War|Romance|Thriller;2984;6.7;124;2016-11-17
Peter Berg;332567;The Shallows;12.564;17000000;119100758;Horror|Drama|Thriller;3332;6.3;86;2016-06-24
Robert Zemeckis;316727;The Purge: Election Year;21.209;10000000;118587880;Action|Horror|Thriller;3157;6.3;105;2016-06-29
Jaume Collet-Serra;356305;Why Him?;10.928;38000000;118034273;Comedy;2671;6.2;111;2016-12-22
James DeMonaco;384682;Office Christmas Party;14.098;45000000;114501299;Comedy;1273;5.6;105;2016-11-25
John Hamburg;259694;How to Be Single;13.958;38000000;112343513;Comedy|Romance;2189;6.1;110;2016-01-21
Josh Gordon;299687;The 5th Wave;14.205;38000000;109906372;Adventure|Science Fiction;3902;5.9;112;2016-01-14
Christian Ditter;325133;Neighbors 2: Sorority Rising;14.595;35000000;108758521;Comedy;3038;5.7;91;2016-05-04
J Blakeson;333371;10 Cloverfield Lane;16.128;15000000;108286421;Thriller|Science Fiction|Drama|Horror;4924;6.9;104;2016-03-10
Nicholas Stoller;416249;寒戰 II;2.786;0;103197501;Action|Crime|Drama;31;6.6;110;2016-09-08
Dan Trachtenberg;377447;鐵道飛虎;7.024;50000000;102205175;Action|Comedy|War;60;6.1;124;2016-12-23
Sunny Luk Kim-Ching;376812;सुल्तान;6.846;10400000;102000000;Drama|Action;116;7.1;170;2016-07-06
Ding Sheng;491562;دراکولا;0.6;15000;100000000;Drama|Comedy;0;0.0;None;2016-09-26
Ali Abbas Zafar;291870;Dirty Grandpa;16.334;11500000;94073028;Comedy;2824;5.8;102;2016-01-21
Reza Attaran;271969;Ben-Hur;10.442;100000000;94061311;Action|Adventure|Drama;1107;5.6;125;2016-08-17
Dan Mazer;303858;Money Monster;10.789;27000000;93282604;Thriller|Drama;1981;6.4;98;2016-05-12
Timur Bekmambetov;302688;My Big Fat Greek Wedding 2;9.344;18000000;88923251;Romance|Comedy|Family;625;5.8;94;2016-03-23
Jodie Foster;411268;使徒行者;3.787;0;88658655;Action|Crime|Drama;20;6.0;108;2016-08-11
Kirk Jones;396535;부산행;17.448;8820000;87547518;Action|Horror|Thriller;2872;7.7;118;2016-07-20
Jazz Boon;345920;Collateral Beauty;14.826;36000000;87416021;Drama|Romance;3517;7.2;97;2016-12-06
Yeon Sang-ho;308266;War Dogs;12.717;40000000;86234523;Comedy|Crime|Drama;2615;6.8;114;2016-08-17
David Frankel;328387;Nerve;12.295;19000000;85241496;Mystery|Adventure|Crime;4909;7.1;96;2016-06-27
Todd Phillips;271706;大魚海棠;6.505;4531653;84552250;Animation|Adventure|Fantasy;179;7.6;101;2016-07-08
Henry Joost;335796;Ouija: Origin of Evil;10.713;9000000;81705746;Horror|Thriller;1534;6.0;99;2016-10-20
Liang Xuan;346672;Underworld: Blood Wars;15.774;35000000;81093313;Action|Fantasy|Horror|Drama;2413;5.5;91;2016-11-24
Mike Flanagan;323676;The Boss;11.597;29000000;78636257;Comedy;893;5.8;91;2016-04-07
Anna Foerster;315011;シン・ゴジラ;9.276;15000000;77947607;Action|Science Fiction|Horror;382;6.6;120;2016-07-29
Ben Falcone;316023;Mike and Dave Need Wedding Dates;11.19;33000000;77068246;Comedy;1659;6.0;98;2016-06-15
Hideaki Anno;374416;Quo vado?;8.252;11089000;75173000;Comedy;1349;6.8;86;2016-01-01
Jake Szymanski;334541;Manchester by the Sea;15.348;9000000;75026965;Drama;3412;7.5;138;2016-11-18
Gennaro Nunziante;380124;Boo! A Madea Halloween;9.639;20000000;74827344;Comedy|Horror|Drama;301;5.4;103;2016-10-21
Kenneth Lonergan;366080;கபாலி;3.404;18700000;74000000;Action|Crime|Drama;41;5.8;150;2016-07-22
Tyler Perry;339984;Miracles from Heaven;12.992;16000000;73983359;Drama;546;7.2;119;2016-03-17
Pa. Ranjith;313297;Kubo and the Two Strings;25.958;60000000;69929545;Animation|Adventure|Family;2213;7.7;102;2016-08-18
Patricia Riggen;300671;13 Hours: The Secret Soldiers of Benghazi;11.95;50000000;69411370;Action|Drama|History|Thriller|War;1664;7.0;144;2016-01-13
Travis Knight;374205;ワンピース　フィルム GOLD;10.053;0;66207073;Action|Animation|Adventure|Comedy;170;7.2;120;2016-07-23
Michael Bay;376867;Moonlight;18.895;4000000;65046687;Drama;4286;7.4;111;2016-10-21
Hiroaki Miyamoto;262841;Monster Trucks;10.857;125000000;64493915;Action|Comedy|Science Fiction;458;5.9;105;2016-12-26
